Time_ID,Hour,Minute
176,400,14
177,1600,28
178,1500,34
179,400,12
180,1500,14
181,1400,44
182,1500,32
183,1100,02
184,200,13
185,1800,15
186,1600,02
187,1800,48
297,1900,27
189,1100,34
1022,1200,46
191,2200,06
192,1600,18
193,1300,51
194,500,38
195,1600,45
196,1100,13
197,200,03
198,1300,19
780,800,51
200,1700,49
201,2200,17
202,300,00
203,800,35
204,1100,11
205,200,05
206,2200,31
207,700,30
208,200,29
209,1100,38
210,1000,24
211,300,57
212,300,47
213,1400,48
214,1300,30
1258,1400,32
216,1100,44
217,1700,52
218,1000,56
219,000,29
220,2000,19
221,1300,24
222,1800,28
223,2100,32
224,800,23
225,1100,50
226,000,09
227,400,47
228,700,27
229,1000,46
230,1800,44
231,100,36
232,300,49
233,200,19
234,2000,05
235,2200,27
236,1200,37
237,500,03
238,2000,03
239,800,45
240,2100,30
242,1900,06
243,000,25
244,700,47
245,1700,43
246,1200,55
247,1300,40
248,1200,20
249,200,09
250,200,25
251,1700,45
252,1200,00
253,1300,17
254,1200,26
255,100,09
256,700,51
257,100,20
258,1800,19
259,1900,30
260,000,15
261,100,26
262,1100,56
263,800,25
8,000,35
265,1900,36
266,2200,50
267,2000,28
268,1900,04
269,000,23
270,700,45
271,1300,07
272,400,57
273,700,57
274,2000,34
275,2000,15
276,900,27
277,300,34
278,300,26
279,1000,28
280,100,17
281,600,41
282,000,44
283,300,20
284,200,52
285,600,57
286,2000,48
287,000,46
288,900,17
289,1800,22
290,1200,14
291,900,37
292,600,40
293,200,48
294,800,49
295,1200,41
296,1000,01
188,1300,50
298,1200,16
299,200,15
300,1700,02
301,2000,09
302,1700,27
303,2300,08
304,2300,21
305,600,08
306,2300,55
307,2300,33
308,900,00
309,1600,51
310,500,46
311,1700,37
312,1700,21
313,100,44
314,2300,23
315,400,31
316,600,27
317,2000,52
318,000,58
319,600,21
320,1500,42
321,200,23
322,1000,36
323,2300,35
324,1700,19
325,100,56
1021,1700,03
326,2100,58
327,2300,58
328,1900,51
329,1600,12
330,500,26
331,1400,17
332,600,36
333,1400,07
334,900,57
335,1500,53
336,100,58
337,1900,45
338,1400,21
339,2300,39
340,1400,23
341,2300,19
342,600,12
343,1900,10
344,1500,31
345,1700,35
346,1600,10
347,900,49
348,500,30
349,1500,51
350,400,24
351,1400,09
352,500,13
353,1600,26
498,2300,45
355,1500,16
512,2300,47
357,700,14
358,900,47
359,1500,04
360,500,50
361,1500,10
362,1400,40
363,700,02
364,400,10
365,900,45
366,1400,37
367,200,20
368,1800,50
369,200,22
370,1600,47
371,2200,14
372,1800,52
373,1800,01
374,2000,22
375,1600,37
376,1100,20
377,1600,31
378,1100,00
584,1600,23
379,1100,22
677,2100,54
381,2100,04
382,2100,02
383,2100,38
707,000,17
386,900,51
387,2200,08
388,300,45
389,1300,32
390,800,02
391,1800,07
392,1300,34
393,2200,29
394,1300,46
395,1100,15
396,200,01
397,2200,35
398,800,37
399,700,08
400,800,00
401,1800,17
80,1200,34
403,2000,20
404,700,59
405,1800,11
406,300,15
407,1800,05
408,2100,13
409,800,57
410,300,28
411,2100,36
412,800,55
413,200,42
414,1200,25
415,1000,58
416,2200,39
417,1800,38
418,800,41
419,1700,59
420,1300,44
421,200,40
422,000,00
423,2200,25
424,000,02
425,1200,39
426,800,47
427,2200,23
428,2100,08
429,2000,49
430,000,47
431,1200,18
432,000,21
433,700,43
434,000,41
435,100,12
436,1200,04
437,1700,47
438,1900,18
439,1100,58
440,2000,00
441,400,49
442,1000,44
443,100,24
444,2100,24
445,1100,52
446,800,21
447,400,55
448,300,19
449,000,37
450,000,19
451,700,53
452,100,03
453,1200,08
1167,200,17
455,900,05
456,2000,17
457,1000,15
458,900,13
459,300,22
460,1700,10
461,1900,35
1072,2300,38
463,1300,48
464,900,19
465,1200,02
466,1300,15
467,1000,35
468,1800,33
469,100,28
470,1300,25
471,1200,12
472,900,39
473,1200,43
474,1300,23
575,2300,54
476,1700,57
477,2000,43
478,100,54
479,600,33
480,2300,37
481,900,54
482,100,40
483,1500,29
484,1900,08
485,1800,26
486,600,29
487,1000,26
488,2300,27
1074,2100,42
490,1000,20
491,1700,25
492,2300,01
493,2100,40
494,1000,09
495,400,04
496,600,23
497,2300,03
354,2100,43
499,900,15
500,400,06
501,000,56
502,900,09
503,400,18
504,1500,40
505,2300,29
506,1600,16
507,600,00
508,500,22
509,1600,39
510,1900,53
511,1500,25
356,2100,41
513,500,59
514,1400,55
515,1600,04
516,2100,46
517,600,02
518,400,32
519,500,24
520,1900,14
521,500,48
522,1700,31
523,100,46
524,600,49
1299,2300,41
526,1500,55
527,400,28
528,500,32
529,1900,12
530,1400,25
531,2300,17
532,1100,23
533,700,00
534,1400,35
535,1100,25
536,700,06
537,1500,12
538,700,34
539,2200,55
540,1400,05
541,500,18
542,000,30
543,900,41
544,1400,33
545,2200,47
1304,1900,20
547,300,52
549,1100,16
550,1600,33
551,500,28
552,200,24
553,1400,59
554,700,17
555,300,50
847,000,51
557,500,05
558,700,36
559,500,07
560,1800,59
561,1500,18
562,1100,29
563,1800,03
564,300,07
565,1300,01
566,1100,08
567,300,05
568,800,04
569,2100,01
570,2200,02
571,2000,24
572,1600,08
573,1800,42
574,300,11
475,2100,56
576,200,32
577,2300,46
578,1100,32
579,000,12
580,2000,32
581,2300,40
582,2200,00
583,500,16
385,300,17
585,200,46
586,400,40
587,1200,29
588,300,32
589,000,04
590,400,42
591,700,20
592,1700,04
593,300,30
594,800,28
595,2100,34
596,200,54
597,800,53
598,800,08
599,1800,12
600,2200,57
601,000,18
602,2200,37
603,800,39
604,1700,06
605,1800,53
606,2200,41
607,800,43
608,1900,21
609,1800,55
610,800,12
611,1100,43
612,1000,51
613,1200,52
614,000,43
615,1200,50
616,1000,10
617,400,59
618,1800,09
619,900,30
620,700,41
621,100,30
622,2000,38
623,900,32
624,100,10
625,100,32
626,1900,22
627,2100,20
628,1200,31
629,1200,11
630,200,38
631,2100,26
632,1300,37
633,1700,08
634,1700,55
635,400,22
636,1900,23
637,2000,41
638,1300,56
639,1000,23
640,1800,25
641,100,05
642,600,46
643,2000,55
644,1900,39
645,2200,15
646,2000,57
647,600,44
648,900,07
649,900,29
650,1700,39
651,1800,37
652,2100,53
653,000,53
654,2000,59
655,1200,06
656,400,20
904,000,49
658,2000,47
659,1300,21
660,1800,31
661,400,16
662,500,41
663,1600,56
664,900,58
665,1600,54
666,500,43
667,1900,42
668,600,51
669,1900,40
670,2100,55
671,600,31
672,600,53
673,200,58
674,900,11
675,1500,56
676,800,59
380,2300,56
126,2300,06
679,1000,07
680,2300,05
681,1900,01
682,1000,05
683,800,29
684,1400,51
685,1600,41
686,2300,15
687,1600,43
688,600,06
689,400,07
690,500,20
691,1500,27
692,400,01
693,500,57
694,1500,03
695,100,48
696,1400,57
697,1500,21
698,2300,25
699,1400,12
700,1500,48
701,900,42
702,100,42
703,600,18
704,2300,13
705,1700,33
706,1400,27
708,1900,16
709,1400,10
710,1100,27
711,1400,31
712,1500,35
713,1400,47
714,1600,06
715,2300,48
716,600,14
717,1400,45
718,1600,00
719,2100,15
720,1500,37
721,2100,48
722,1800,49
723,600,13
724,1000,03
725,300,54
726,200,26
727,1100,39
728,1100,18
729,700,32
730,1100,37
731,800,06
732,700,28
733,1600,15
734,2100,19
735,200,06
736,2000,30
737,2200,12
738,200,04
739,1600,21
740,500,14
741,2000,36
742,800,30
743,2000,04
744,500,06
745,1100,06
746,500,00
747,300,03
748,300,58
749,1100,04
750,1300,08
751,200,36
752,2200,18
753,700,19
754,2100,28
755,2200,04
756,300,13
757,2300,42
758,300,42
759,200,30
760,700,05
761,700,24
762,1700,00
763,1100,57
764,1300,54
765,800,24
766,200,11
767,000,06
768,100,35
769,1100,41
770,800,10
771,1000,53
772,1900,25
773,2200,43
774,1900,31
775,200,39
776,1000,43
777,000,16
778,2200,53
779,700,56
199,1700,16
781,1000,41
782,400,44
783,700,22
784,2000,27
785,1800,47
786,800,26
787,1100,55
788,1700,41
789,1800,39
790,1300,13
791,2000,06
792,1300,11
793,800,16
794,1100,47
795,1300,29
796,700,38
797,1000,55
798,1800,57
799,1200,21
800,900,28
801,100,06
802,200,00
803,1300,39
804,1200,56
805,1000,12
806,1300,43
807,1200,23
808,300,24
809,200,56
810,100,37
811,1900,33
812,200,50
813,000,10
814,400,52
815,700,54
816,000,26
817,1200,33
818,000,24
819,1800,00
820,700,48
821,1300,04
241,2200,49
823,100,39
824,2100,22
825,400,26
826,600,52
827,2000,45
828,400,09
829,1800,21
830,100,18
831,600,54
832,1000,39
833,1000,18
834,2000,10
835,400,34
836,1300,58
837,1000,04
838,900,34
839,1000,02
840,300,09
841,1200,44
842,300,31
843,100,22
844,000,31
845,300,37
846,200,45
556,600,48
848,000,33
849,900,22
850,1800,35
851,1900,58
852,600,05
853,1500,22
854,1700,22
855,500,45
856,1600,52
857,2300,32
858,1000,33
859,600,42
860,2000,51
861,400,58
862,1700,20
863,2300,07
864,100,53
865,1500,58
866,600,58
867,2300,30
868,900,50
869,1500,39
870,1400,29
871,600,39
872,2300,11
873,500,53
874,1500,07
875,1400,53
876,700,11
877,400,03
878,900,52
879,1400,02
880,1900,46
881,500,35
882,1600,48
883,600,25
884,1400,14
885,1500,46
886,1200,48
887,1500,44
888,1900,54
889,500,08
890,2100,17
891,2100,11
892,2100,05
893,400,38
894,1600,35
895,1500,17
896,2100,50
897,1500,01
898,500,55
899,2300,50
900,1400,38
901,1500,33
902,600,16
903,1600,29
657,1800,27
905,1400,43
906,1400,18
907,600,10
908,400,13
909,1500,15
910,1200,24
911,1100,05
912,1100,03
913,1800,16
914,2200,59
915,2300,53
916,1600,03
917,1600,58
918,2200,07
919,2100,07
920,1600,42
921,500,39
922,1600,44
923,1100,35
924,1400,39
925,1700,48
926,800,34
927,1100,10
928,2100,52
929,300,40
930,1400,49
931,1300,31
932,2100,31
933,2200,10
934,500,02
935,300,01
936,200,02
937,700,31
938,2200,30
939,800,32
940,2200,16
941,300,56
942,200,28
943,1800,14
1207,300,46
945,200,34
946,700,09
947,1800,29
948,1000,57
949,1300,27
950,1700,53
951,2100,33
952,1700,51
953,1100,45
954,800,14
955,800,22
956,1100,51
957,000,08
958,400,46
959,000,28
960,700,26
961,2200,24
962,2000,02
963,800,44
964,100,33
965,800,46
966,1200,36
967,2000,18
968,2200,26
969,300,39
970,1200,03
971,000,22
972,1300,06
973,1300,10
974,1200,27
975,1200,54
976,2200,20
977,1300,16
978,100,08
979,1700,44
980,000,38
981,1200,01
982,000,32
983,2200,51
984,000,14
985,400,56
986,1700,14
987,1800,18
988,000,34
989,1000,47
990,1800,45
991,2000,29
992,100,27
993,1700,12
994,1700,28
995,1100,49
996,800,18
997,1900,07
998,400,50
999,2000,35
1000,2000,14
1001,600,56
1002,900,20
101,000,45
1004,900,16
1005,1000,29
1006,100,16
1007,2000,12
1008,900,14
1009,300,21
1010,100,14
1011,200,53
1012,2200,45
1013,1000,00
1014,900,36
1015,200,08
1016,200,12
1017,2000,08
1018,900,26
1019,300,35
1020,200,14
1360,2200,44
190,800,48
1023,1900,26
1024,1000,27
1025,1700,26
1026,100,47
1027,1900,02
1028,2300,09
1029,100,51
1030,1900,13
1031,1600,50
1032,900,01
1033,500,47
1034,1000,25
1035,2300,22
1036,900,03
1037,100,45
1038,1500,45
1039,400,36
1040,2000,53
1041,000,59
1042,1500,43
1043,400,30
1044,600,20
1045,1700,29
1046,100,57
1047,1000,31
1048,2300,34
1049,800,42
1050,1000,37
1051,1700,18
1052,1400,16
1053,500,27
1054,500,25
1055,1900,56
1056,2100,59
1057,900,56
1058,1400,06
1059,600,37
1060,600,35
1061,500,31
1062,1900,44
1063,1500,50
1064,1500,30
1065,1700,34
1066,2300,18
1067,1900,11
1068,1400,20
1069,900,48
1070,1900,50
1071,1600,13
462,400,25
1073,500,37
489,2300,44
1075,500,12
1076,1600,27
1077,700,03
1078,400,11
1079,1600,25
1080,500,10
1081,1500,09
1082,1400,34
1083,700,13
1084,900,44
1085,1400,00
1086,700,15
1087,1500,05
1088,500,51
1089,700,01
1090,1500,11
1091,1400,41
1092,1400,36
1093,1800,51
1094,1100,01
1095,200,21
1096,2300,51
1097,1100,21
1098,2000,21
1099,1600,19
1100,2300,57
1101,1600,30
1102,2100,03
1103,1600,46
1104,2200,09
1105,1300,35
1106,2200,28
822,1200,35
1107,300,44
1108,2200,34
1109,800,36
1110,1100,12
1397,1400,50
1112,1300,45
1113,2200,33
1114,800,01
1115,1300,18
1116,1100,14
1117,700,58
1118,1800,10
1119,300,14
1120,300,16
1121,1800,06
1122,2100,12
1123,2100,37
1124,2200,38
1125,2200,58
1126,800,56
1127,1000,59
1128,2100,27
1129,300,29
1130,2200,46
1131,2200,32
1132,2200,22
1133,2100,09
1134,300,48
1135,200,43
1136,800,40
1137,000,01
1138,1200,38
1139,700,42
1140,100,15
1141,1900,05
1142,000,20
1143,100,13
1144,000,40
1145,1900,03
1146,1200,19
1147,1100,59
1148,1800,30
1149,1200,05
1150,1300,14
1151,700,44
1152,2000,01
1153,1100,53
1154,800,20
1155,1000,45
1156,400,48
1157,000,36
1158,900,25
1159,2100,25
1160,400,54
1161,700,52
1162,2000,39
1163,100,25
1164,300,18
1165,900,02
1166,900,24
454,1900,29
1168,100,00
1169,900,04
1170,1900,28
1171,1000,14
1172,200,49
1173,1900,34
1174,1200,09
1175,1000,16
1176,1700,11
1177,2000,16
1178,1300,49
1179,1700,46
1180,1900,19
1181,1200,58
1182,1000,34
1183,1800,32
1184,1700,50
1185,1200,42
1186,2000,42
1187,1200,15
1188,900,38
1189,200,16
1190,2000,40
1191,1700,56
1192,900,18
1193,1300,22
1194,1200,13
1195,600,34
1196,2300,36
1197,600,32
1198,900,55
1199,100,55
1200,1000,21
1201,2300,26
1202,1700,24
1203,100,41
1204,1500,28
1205,1900,09
1206,100,01
944,1300,33
1208,400,05
1209,1000,08
1210,1500,41
1211,900,12
1212,300,23
1213,2300,00
1214,000,57
1215,400,19
1216,600,22
1217,000,55
1218,900,08
1219,1500,26
1220,1900,52
1221,1400,54
1222,1600,11
1223,600,03
1224,1400,56
1225,200,35
1226,500,58
1227,1600,07
1228,500,23
1229,1600,38
1230,1500,24
1231,2300,59
1232,400,33
1233,1700,30
1234,2300,14
1235,1900,15
1236,1400,24
1237,500,49
55,2300,20
1239,600,09
1240,500,33
1241,1500,52
1242,100,59
1243,1700,36
1244,1900,48
1245,1400,22
1246,1500,54
1247,2300,16
1248,700,07
1249,1500,13
1250,1100,24
1251,1400,08
1252,800,15
1253,700,37
1254,2100,49
1255,1300,26
1256,1600,05
1257,1400,04
215,900,46
1259,900,40
1260,2200,19
1261,2100,39
1262,1100,17
1263,2100,57
1264,300,51
1265,1400,58
1266,700,16
1267,500,04
1268,1800,58
1269,1500,19
1270,1100,28
1271,1100,09
1272,1800,04
1273,1300,00
1274,2000,33
1275,1300,02
1276,1800,02
1277,300,06
1278,800,05
1279,2100,00
1280,200,33
1281,2000,23
1282,1600,09
1283,1800,43
1284,2200,01
1285,200,31
1286,1600,32
1287,2200,21
1288,500,29
1289,1800,41
1290,2000,25
1291,2000,31
1292,1600,24
1293,500,11
1294,1100,33
1295,500,17
1296,300,10
1297,1600,22
1298,1100,31
525,2100,47
1300,300,33
1301,800,52
1302,200,41
1303,800,09
384,1200,28
546,1300,57
1305,200,47
1306,000,03
1307,400,41
1308,700,21
1309,200,57
1310,000,13
1311,000,11
1312,1800,13
1313,2200,56
1314,800,54
1315,2100,35
1316,800,38
1317,1100,40
1318,1300,47
1319,800,11
1320,800,03
1321,1300,41
1322,2200,36
1323,1300,55
1324,1000,50
1325,000,05
1326,2200,40
1327,700,23
1328,1700,05
1329,1000,52
1330,1700,58
1331,1800,54
1332,800,13
1333,1100,42
1334,1000,17
1335,100,11
1336,1000,11
1337,1200,53
1338,100,31
1339,200,18
1340,000,42
1341,900,31
1342,1800,08
1343,700,40
1344,1200,32
1345,2100,21
1346,200,55
1347,1200,10
1348,1300,36
1349,1200,30
1350,1000,49
1351,1700,09
1352,900,06
1353,000,48
1354,2000,46
1355,1300,20
1356,1000,22
1357,1800,24
1358,100,02
1359,800,58
1361,100,04
1362,600,47
1363,2000,54
1364,000,54
1365,1200,07
1366,1000,38
1367,1800,36
1368,000,52
1369,2000,58
1370,1700,38
1371,400,23
1372,1700,54
1373,400,17
1374,600,30
1375,400,15
1376,500,40
1377,1600,57
1378,1200,59
1379,600,50
1380,1900,43
1381,1900,49
1382,200,59
1383,2300,04
1384,900,10
1385,1500,57
1386,1000,06
1387,2300,02
1388,1900,00
1389,1600,40
1390,1500,00
1391,500,54
1392,100,49
1393,1500,20
1394,2300,28
1395,600,01
1396,500,21
1111,400,29
1398,1300,52
1399,600,07
1400,400,00
1401,500,56
1402,1500,02
1403,1500,49
1404,100,43
1405,2300,24
1406,900,43
1407,1900,17
1408,1400,26
1409,600,19
1410,2300,12
1411,1400,11
1412,1700,32
1413,1400,30
1414,700,46
1415,2100,14
1416,2300,52
1417,100,29
1418,1100,26
1419,1600,01
1420,600,17
1421,1500,36
1422,1400,46
1423,2100,16
1424,2300,49
1425,600,15
1426,500,19
1427,000,39
548,1700,13
1429,700,29
1430,300,55
1431,1600,17
1432,200,27
1433,700,50
1434,1100,19
1435,1100,30
1436,700,35
1437,1100,36
1438,700,33
1439,1600,14
