Location_ID,Lattitude,Longitude
401,41.882134423,-87.682875662
402,41.877872277,-87.734267661
403,41.781669308,-87.612058594
404,41.746347275,-87.560942908
405,41.911313188,-87.675044374
406,41.880717961,-87.726408427
407,41.867013845,-87.625822134
408,41.814041496,-87.666676164
409,41.812911029,-87.594485787
410,41.844478895,-87.707780517
411,41.757880373,-87.606611128
412,41.671693614,-87.619081765
413,41.858213251,-87.722440177
414,41.792988935,-87.616794286
415,41.88705768,-87.647514742
416,41.81970875,-87.613528562
417,41.91775829,-87.687415476
418,41.857582212,-87.622325051
419,41.983879213,-87.690679417
420,41.940538715,-87.656557207
421,41.808914825,-87.613854819
422,41.78040529,-87.632633889
423,41.899383909,-87.771632478
424,41.776744412,-87.695772496
425,41.699867564,-87.623611003
426,41.792957582,-87.693778292
427,41.911709438,-87.761854699
428,41.940412833,-87.651052567
429,41.742991296,-87.632025815
430,41.906363332,-87.646588132
431,41.708029389,-87.569290282
432,41.975049373,-87.822523671
433,41.840270549,-87.70001581
434,41.837490202,-87.660840305
435,41.843825772,-87.712334033
436,41.868829064,-87.67018253
437,41.998081928,-87.703327961
438,42.012737436,-87.69024548
439,41.743009401,-87.634095927
440,41.894078738,-87.627797026
441,41.686597661,-87.630134433
442,41.872213861,-87.677068585
443,41.748723023,-87.613647818
444,41.829795772,-87.642428015
445,41.685180281,-87.62411657
446,41.655616434,-87.614110781
447,41.89493212,-87.625110063
448,41.764900898,-87.576943938
449,41.908153686,-87.735068372
450,41.898725483,-87.765533447
451,41.775079589,-87.6640956
452,41.837822981,-87.61825397
453,41.908199751,-87.680553851
454,41.875291967,-87.723702229
455,41.877558751,-87.730466449
456,41.884790951,-87.624469241
457,41.874606771,-87.688683639
458,41.969804696,-87.703643447
459,41.834273532,-87.619397991
460,41.752407377,-87.606474967
461,41.76517807,-87.645951509
462,41.908647577,-87.729288655
463,41.929281519,-87.644490214
464,41.782677169,-87.698672615
465,41.989044577,-87.662046711
466,41.877123485,-87.683855474
467,41.898315757,-87.705290246
468,41.96522479,-87.719381893
469,41.916768493,-87.721650584
470,41.998347557,-87.680152053
471,42.007339704,-87.681502399
472,41.932354458,-87.672402503
473,41.780261052,-87.701952195
474,41.982178725,-87.711270988
475,41.804379361,-87.584779905
476,41.685608281,-87.667209244
477,41.671922847,-87.634496118
478,41.869859397,-87.721319639
479,41.894023962,-87.749535559
480,41.963477014,-87.664422013
481,41.8703325,-87.640820449
482,41.870389764,-87.625902397
483,41.886800745,-87.645850188
484,41.93467801,-87.653928911
485,41.76331413,-87.587350362
486,41.762223519,-87.6609707
487,41.669834719,-87.640440764
488,41.881982229,-87.697349346
489,41.954169823,-87.740546105
490,41.740614797,-87.705587139
491,41.886038689,-87.769960912
492,41.906144688,-87.735553675
493,41.768727829,-87.624945647
494,41.655085042,-87.605118537
495,41.898438048,-87.769576457
496,41.783816963,-87.588656379
497,41.697929771,-87.675207439
498,41.822480624,-87.712294516
499,41.784312384,-87.655837702
500,41.779520772,-87.660962362
501,41.975907563,-87.768474495
502,41.787002551,-87.733999682
503,41.776697189,-87.681005562
504,41.758091299,-87.554611718
505,41.889056178,-87.657350631
506,41.953434892,-87.746523231
507,41.911111239,-87.638895601
508,41.906273095,-87.771865981
509,41.972402958,-87.65490716
510,41.863642218,-87.627331436
511,41.806890268,-87.589834384
512,41.7511168,-87.563795519
513,41.873936235,-87.755538111
514,41.731388396,-87.654423095
515,41.878738142,-87.736650058
516,41.830697249,-87.614476891
517,41.816039143,-87.626258734
518,41.87196373,-87.696989716
519,41.692600376,-87.702132835
520,41.876720407,-87.70965832
521,41.820818801,-87.702944371
522,41.944304269,-87.671231502
523,41.920151948,-87.638191311
524,41.824445732,-87.702762038
525,41.806233246,-87.674628367
526,41.900106313,-87.731150681
527,41.772171431,-87.66564719
528,41.822415518,-87.604102482
529,41.854271714,-87.624839379
530,41.942516536,-87.657826451
531,41.73122433,-87.656850123
532,41.922875939,-87.639837334
533,41.746844986,-87.589373289
534,41.964833797,-87.691543738
535,41.969471967,-87.680432425
536,41.863650183,-87.72876889
537,41.917147832,-87.63877872
538,41.936740992,-87.664565494
539,41.690100049,-87.660492085
540,41.890724284,-87.642528399
541,41.89798354,-87.716397338
542,41.940720409,-87.659922104
543,41.838162772,-87.637383943
544,41.895654421,-87.695931847
545,41.905351513,-87.669591641
546,41.904506196,-87.759729536
547,41.790857624,-87.607771565
548,41.866843414,-87.669913016
549,41.975632839,-87.718733979
550,41.970458505,-87.725667592
551,41.94318793,-87.644733846
552,41.662574446,-87.643845274
553,41.76957666,-87.721064063
554,41.886010845,-87.650985365
555,41.777810234,-87.611962521
556,41.925012581,-87.69009096
557,41.762874072,-87.647992068
558,41.83983071,-87.661718567
559,41.666127421,-87.540298135
560,41.786616545,-87.632786263
561,41.974426283,-87.724567076
562,41.760828238,-87.649150075
563,41.692659429,-87.617612314
564,41.866477566,-87.653807089
565,41.885927479,-87.633935196
566,41.750261289,-87.616514736
567,41.792697215,-87.606181304
568,41.911227164,-87.681129195
569,41.814636707,-87.597833492
570,41.818475845,-87.6970903
571,41.883732148,-87.7041588
572,41.73516861,-87.703313645
573,41.803143484,-87.60816112
574,41.817200311,-87.699175627
575,41.994601805,-87.656014163
576,42.000201679,-87.691170061
577,41.884494385,-87.626664906
578,41.828479461,-87.68301183
579,41.862535492,-87.652193172
580,41.870956379,-87.70643197
581,41.766494399,-87.620135291
582,41.908750324,-87.68230796
583,41.794236949,-87.606211574
584,41.773406268,-87.643337792
585,41.864955779,-87.620958432
586,41.710123655,-87.641703975
587,41.858568011,-87.710319284
588,41.779220641,-87.649632877
589,41.906621798,-87.714245933
590,41.687052498,-87.622433875
591,41.986566325,-87.771326529
592,41.880660786,-87.731186405
593,41.782286241,-87.691042805
594,41.824271341,-87.633777453
595,41.870761846,-87.696017659
596,41.742380894,-87.682672136
597,41.867073338,-87.725850958
598,41.898680349,-87.643985382
599,41.954446289,-87.657472556
600,41.914173986,-87.710197635
601,41.990195472,-87.73836908
602,41.902448829,-87.69934296
603,41.834907625,-87.680301045
604,41.77719643,-87.660506367
605,41.8811596,-87.755091137
606,41.960615918,-87.756152851
607,41.982168314,-87.773204185
608,41.981599449,-87.770792774
609,41.769192612,-87.571490209
610,41.910452923,-87.679134839
611,41.744664688,-87.64508204
612,41.760282858,-87.572464268
613,41.946237139,-87.738057503
614,41.935730359,-87.77369157
615,41.932397149,-87.733143979
616,41.912696643,-87.716630417
617,41.795306819,-87.799085748
618,41.890081373,-87.64789741
619,41.891387635,-87.647898136
620,41.931125217,-87.687868639
621,41.89497206,-87.635669322
622,41.953643409,-87.72801475
623,41.745283538,-87.608706322
624,41.879496703,-87.627043113
625,41.727681895,-87.661609406
626,41.699797091,-87.629554895
627,41.843016958,-87.61722727
628,41.777750747,-87.600396201
629,41.907334049,-87.710462534
630,41.93827759,-87.746868037
631,41.802137724,-87.703806024
632,41.908248223,-87.71002015
633,41.925117148,-87.751894274
634,41.92263356,-87.686223528
635,41.91057381,-87.637608236
636,41.887443217,-87.712381872
637,41.912398692,-87.71175796
638,41.678851759,-87.637119039
639,41.702282173,-87.535283936
640,41.987908651,-87.660201114
641,41.712655737,-87.621774587
642,41.772552309,-87.706459936
643,41.884484068,-87.623213022
644,41.72991452,-87.660457782
645,41.895096234,-87.671005407
646,41.921492067,-87.703516073
647,41.877618019,-87.680567743
648,41.929943088,-87.727779503
649,41.965392751,-87.657908419
650,41.965380265,-87.659052093
651,41.654351068,-87.604058309
652,41.742971717,-87.582880965
653,41.872206708,-87.6308611
654,41.823822003,-87.617855783
655,41.885635134,-87.649182539
656,41.904318172,-87.665072945
657,41.871807097,-87.711479477
658,41.92224127,-87.758997496
659,41.985421498,-87.829756604
660,41.857938856,-87.657300344
661,41.704606609,-87.617351658
662,41.900661866,-87.684520624
663,41.751004623,-87.558944779
664,41.901947868,-87.645213866
665,41.752147383,-87.603989513
666,41.946024834,-87.64646406
667,41.842055983,-87.618471075
668,41.834552992,-87.614485119
669,41.723106157,-87.617805683
670,41.71909918,-87.655325332
671,41.749127355,-87.557699388
672,41.924248302,-87.745636923
673,41.757873412,-87.602916778
674,41.73165015,-87.665370904
675,41.664498624,-87.640260091
676,41.898842522,-87.736657616
677,41.808696192,-87.599251274
678,41.891133566,-87.624134682
679,41.755239122,-87.635630755
680,41.902605543,-87.730480683
681,41.769186943,-87.625523451
682,41.806977592,-87.616524724
683,41.752885677,-87.549008833
684,41.904334636,-87.665072774
685,41.949465178,-87.643111314
686,41.926511546,-87.710106985
687,41.755505321,-87.623089991
688,41.664764882,-87.629431473
689,41.764378943,-87.671090591
690,41.842695834,-87.61721984
691,41.880002373,-87.641134667
692,41.894239259,-87.681904413
693,41.92479903,-87.698067107
694,41.879715634,-87.729403307
695,41.890786683,-87.722284162
696,41.890023779,-87.653906494
697,41.766235613,-87.661427331
698,41.768671662,-87.720665772
699,41.886439487,-87.704936504
700,41.891441085,-87.640798162
701,41.914824999,-87.690891343
702,41.87093163,-87.683708878
703,41.669779013,-87.63803301
704,41.864304949,-87.640624844
705,41.768650609,-87.621775646
706,41.729323005,-87.665849285
707,41.858633393,-87.622346444
708,41.761357847,-87.657955856
709,41.919497709,-87.722954636
710,41.953643758,-87.72808092
711,41.99645628,-87.697159974
712,41.717564025,-87.618911066
713,41.926746073,-87.642698483
714,41.72279714,-87.63719432
715,41.999903626,-87.660689096
716,41.761614744,-87.567643302
717,41.908897642,-87.717982184
718,41.766254821,-87.661427131
719,41.882972196,-87.689833435
720,41.97294747,-87.722043736
721,41.795908483,-87.587419905
722,41.875225616,-87.710822131
723,41.879392153,-87.753972406
724,41.882709523,-87.768205446
725,41.92116305,-87.736449714
726,41.852336791,-87.646487314
727,41.895197128,-87.648900523
728,41.828786882,-87.680121092
729,41.844162699,-87.695199039
730,41.762401371,-87.587518545
731,41.978299689,-87.756717705
732,41.758332988,-87.619272728
733,41.841622217,-87.617562101
734,41.845365212,-87.618856298
735,41.85517828,-87.659660288
736,41.908792818,-87.724055881
737,41.926210895,-87.640866889
738,41.731269654,-87.544322339
739,41.78068708,-87.664249949
740,41.769395258,-87.66394207
741,41.931186368,-87.772658184
742,41.748255356,-87.651251461
743,41.816794189,-87.607834723
744,41.942454783,-87.766637963
745,41.7445023,-87.562866815
746,41.756436569,-87.580983235
747,41.763975975,-87.665006404
748,41.866937617,-87.624141504
749,41.749501065,-87.654924899
750,41.785709457,-87.722952947
751,41.929644221,-87.684131464
752,41.772974758,-87.615022799
753,41.792276981,-87.736616516
754,41.902248519,-87.677841085
755,41.907026637,-87.706920463
756,41.77113044,-87.571544262
757,41.729822846,-87.661675026
758,41.965762691,-87.663909062
759,41.778866813,-87.661761115
760,41.911947497,-87.641046797
761,41.898049439,-87.763677161
762,41.925092185,-87.687650179
763,41.910907582,-87.682359517
764,41.857992237,-87.673557866
765,41.912868148,-87.705739113
766,41.906512581,-87.675358194
767,41.929792911,-87.646483878
768,41.692569761,-87.624397882
769,41.924608059,-87.644481694
770,41.912882419,-87.690951238
771,41.857913751,-87.72859166
772,41.946105217,-87.766763698
773,41.775021426,-87.777206206
774,41.87568427,-87.760457326
775,41.856702185,-87.662147747
776,41.794297638,-87.64639223
777,41.905735457,-87.666233704
778,41.828773439,-87.617099843
779,41.943819179,-87.659080833
780,41.763308261,-87.579304843
781,41.938465561,-87.644347277
782,41.791624173,-87.64630343
783,41.886520989,-87.665879097
784,41.922228669,-87.696262699
785,41.921606937,-87.665565006
786,41.6938354,-87.652159917
787,41.897737769,-87.746471422
788,41.91441062,-87.636765624
789,41.721975563,-87.571703888
790,41.797293397,-87.785621009
791,41.776357189,-87.698199668
792,41.884432451,-87.643102964
793,41.709585083,-87.537698669
794,41.893070845,-87.628120309
795,41.685134384,-87.63816425
796,41.824450394,-87.702611567
797,41.894122739,-87.625137369
798,41.903959785,-87.627644168
799,41.868998803,-87.684525154
800,41.837260546,-87.631625048
801,41.821078216,-87.688864954
802,41.872966793,-87.687411358
803,41.905915338,-87.694488937
804,41.75089655,-87.627813307
805,41.796215423,-87.75384565
806,41.885001213,-87.725791327
807,41.882681206,-87.72817823
808,41.782466265,-87.660641936
809,41.745068391,-87.584146411
810,41.90351448,-87.667498444
811,41.781449702,-87.652986003
812,41.799738012,-87.730701302
813,41.774717759,-87.689622564
814,41.912867052,-87.765635915
815,41.774569555,-87.68962038
816,41.693480828,-87.642413207
817,41.787914301,-87.685094041
818,41.828235999,-87.696373584
819,41.728356053,-87.636112212
820,41.970696082,-87.753564974
821,41.909756218,-87.642183632
822,41.968815716,-87.697475517
823,41.79631327,-87.580898427
824,41.826688398,-87.665480953
825,41.774901658,-87.689628057
826,41.906298955,-87.63005767
827,41.788339449,-87.625540153
828,41.963037028,-87.705063171
829,41.854295576,-87.733063523
830,41.968781018,-87.735450137
831,41.861105328,-87.649814857
832,41.959966694,-87.726572477
833,41.954179006,-87.723954674
834,41.74091963,-87.649834126
835,41.797910091,-87.603386505
836,41.949433906,-87.700553888
837,41.78768093,-87.692411683
838,41.879591242,-87.642585896
839,41.999704782,-87.707027705
840,41.924694417,-87.774530306
841,41.920581876,-87.65223391
842,41.926224659,-87.64087409
843,41.903113054,-87.643199348
844,41.932403264,-87.726995489
845,41.925160762,-87.667464501
846,41.71602568,-87.59821903
847,41.671697348,-87.623671635
848,41.922607531,-87.65230423
849,41.721916508,-87.551066908
850,41.921449649,-87.674440469
851,41.796542347,-87.688997143
852,41.892295022,-87.675415985
853,41.683262721,-87.706386522
854,41.753070862,-87.565043875
855,41.921595072,-87.666829147
856,41.837383084,-87.696947095
857,41.952572344,-87.73677069
858,41.887571479,-87.622348842
859,41.655682504,-87.596808838
860,41.902380961,-87.646965084
861,41.920687986,-87.737975352
862,41.821454488,-87.610966579
863,41.764673631,-87.649255842
864,41.885674771,-87.664294079
865,41.953997106,-87.692560523
866,41.801609105,-87.617736187
867,41.892105849,-87.687045945
868,41.716763761,-87.674671025
869,41.894195483,-87.684351008
870,41.750005014,-87.673125651
871,41.999920212,-87.694826112
872,41.878156422,-87.629995452
873,41.89445275,-87.715061321
874,41.951657927,-87.653248657
875,41.794111411,-87.77282395
876,41.789642129,-87.80016686
877,41.998589249,-87.689906016
878,41.783160326,-87.620551944
879,41.894794737,-87.689894745
880,41.893134231,-87.748878876
881,41.896690577,-87.653619125
882,41.880969583,-87.733034268
883,41.870922282,-87.709241053
884,41.753567171,-87.564572519
885,41.873928895,-87.756261511
886,41.895732275,-87.687762347
887,41.962412453,-87.655564675
888,41.949614462,-87.764420367
889,41.87459188,-87.708834505
890,41.944413803,-87.643687762
891,41.697872965,-87.710818115
892,41.905693521,-87.716661083
893,41.926166325,-87.702669008
894,41.768096835,-87.663878589
895,41.99071532,-87.721369815
896,41.761017387,-87.556332011
897,41.893606805,-87.717993083
898,41.934285992,-87.642499537
899,41.858926843,-87.719368198
900,41.857561923,-87.623925743
901,41.907153315,-87.639680572
902,41.919217769,-87.707653693
903,41.857371774,-87.619368728
904,41.75140866,-87.718876643
905,41.904073407,-87.662628971
906,41.920327151,-87.68260183
907,41.894849784,-87.685530743
908,41.917052265,-87.635237822
909,41.75035324,-87.663590235
910,41.875163857,-87.733771557
911,41.836069707,-87.613033345
912,41.981433354,-87.8069408
913,41.936269512,-87.73529816
914,41.909699143,-87.676405564
915,41.922347745,-87.696456264
916,41.970277723,-87.770969623
917,41.862820183,-87.718200252
918,41.89931519,-87.754479243
919,41.846141487,-87.70018913
920,41.906455756,-87.682239433
921,41.910344161,-87.685605555
922,41.903138237,-87.631058463
923,41.681613105,-87.626864718
924,41.700159019,-87.655989376
925,41.8721868,-87.660535477
926,41.919223505,-87.726620563
927,41.803998345,-87.687979835
928,41.926351852,-87.702972185
