Location_ID,Latitude,Longitude
34769,41.897909836,-87.72005647
50109,41.926849905,-87.72561859
16843,40.7033811200001,-73.779671843
50783,41.830454986,-87.669518341
17468,40.6418622510001,-73.976169147
52909,41.740230627,-87.693158546
22793,40.7131744970001,-73.874796687
23435,40.6805654940001,-73.871288557
35854,41.921126073,-87.687524816
5569,40.5975253190001,-73.9384257409999
10162,40.793045664,-73.972962201
12595,40.728946346,-73.756712395
36666,41.717731946,-87.61767117
19447,40.6284884130001,-74.01482249
7190,40.665770439,-73.9411382879999
26246,40.6508257020001,-73.9322500979999
49954,41.766417872,-87.654152881
9131,40.6835199510001,-73.977062862
23205,40.822148741,-73.906278331
14570,40.6057158200001,-74.000087873
53894,41.920733338,-87.66399044
7861,40.6416835220001,-74.003125504
49230,41.775194035,-87.665370213
10044,40.6320639100001,-74.164165876
25488,40.777695583,-73.9216139979999
4140,40.751617335,-73.976451111
49278,41.735757867,-87.603042844
40687,41.914511668,-87.724030885
3820,40.850832461,-73.901459371
5946,40.8491828370001,-73.8864686869999
31227,40.8699225130001,-73.879057308
8036,40.6586743060001,-73.917392741
14435,40.6388496280001,-74.129286035
23803,40.7456339120001,-73.9172488309999
6471,40.8251907440001,-73.8887136979999
38481,41.909031248,-87.667646847
5408,40.73241152,-74.01019824
32352,40.573335378,-74.002549964
54073,41.93733847,-87.792006637
12905,40.8256634300001,-73.908080013
45152,41.83904083,-87.651550635
29543,40.624205746,-74.040794536
20348,40.8899712310001,-73.854209838
3248,40.7035549330001,-73.7996882049999
44580,41.896709915,-87.6259242
37636,41.925287906,-87.669517325
33415,40.692484177,-73.91327602
7832,40.6830488430001,-73.889095128
42931,41.89499875,-87.746419366
1312,40.6919313450001,-73.936824034
39433,41.94802564,-87.654353302
48835,41.762136533,-87.564822113
35760,41.735174906,-87.6496862
12972,40.8536282910001,-73.913897318
8440,40.8477625360001,-73.913471175
45849,42.00916984,-87.662880134
11059,40.616003628,-74.082874304
23804,40.7767045300001,-73.95105606
40106,41.959466155,-87.692531471
12293,40.72851158,-73.995329093
34206,40.845698069,-73.9093173529999
12052,40.5803140950001,-73.960358349
20269,40.7263758990001,-74.009031971
7992,40.6715752800001,-73.790310506
25567,40.749866529,-73.97819495
10115,40.7541188760001,-73.826714871
49192,41.745830996,-87.549142341
53363,41.749648975,-87.64886202
35368,41.873156426,-87.624641873
50373,41.754921578,-87.553389298
7437,40.6774627140001,-73.799478157
46008,41.925160357,-87.667394686
26637,40.775796911,-73.982887407
19097,40.7222553880001,-73.799884537
1994,40.580800374,-73.9616828659999
54469,41.875814179,-87.750281464
83,40.70927426,-73.775468283
22079,40.8042804070001,-73.906050641
37678,41.929774282,-87.708564826
9432,40.7176334070001,-73.7383919119999
23249,40.8116528100001,-73.9248613839999
49512,41.916929028,-87.806030925
41292,41.970542863,-87.804827777
12359,40.8292140130001,-73.917542369
43234,41.987473539,-87.786436213
23635,40.6738295640001,-74.014187267
19296,40.718986962,-73.942967183
3546,40.8439900560001,-73.904910284
1437,40.8647588740001,-73.922812919
26522,40.6347910150001,-73.963226348
48272,41.963608498,-87.731832642
49462,41.780110565,-87.682364194
9992,40.6724104310001,-73.7598026009999
41479,41.983841098,-87.701610961
36899,41.866629131,-87.730084529
29108,40.74314063,-73.988420847
45944,41.869039928,-87.705753118
16313,40.652778933,-73.9304822029999
45819,41.844053957,-87.626922921
483,40.693413982,-73.9088537339999
5490,40.691227472,-73.939680637
46575,41.672503704,-87.627604881
8962,40.673103371,-73.8138031409999
13906,40.7025391550001,-73.814294377
35108,41.73165015,-87.665370904
12195,40.5985375610001,-73.7485451919999
50868,41.917364119,-87.743708655
25937,40.6820561230001,-73.7422811979999
42690,41.739189643,-87.552344909
55352,41.949910131,-87.737236645
41877,41.970281428,-87.657654526
2238,40.7139072260001,-73.748798939
49091,41.809014313,-87.606554341
18181,40.5561798360001,-74.161150842
2336,40.600639035,-73.750582703
49106,41.879118875,-87.683912382
44562,41.944594348,-87.673952261
5021,40.859336195,-73.902213172
