new year,63.97,64,148,157
martin luther,63.97,44,145,117
st.patrick,63.97,51,54,79
memorial,63.97,41,58,64
independence ,63.97,44,68,104
labor,63.97,82,58,61
halloween,63.97,81,81,75
thanksgiving,63.97,34,35,44
blackfriday,63.97,62,55,68
christmas,63.97,28,40,30
new year eve,63.97,57,64,68
