new year,67.09,48
martin luther,67.09,85
st.patrick,67.09,70
memorial,67.09,68
independence ,67.09,71
labor,67.09,77
halloween,67.09,68
thanksgiving,67.09,54
blackfriday,67.09,70
christmas,67.09,54
new year eve,67.09,56
