1,721,1646,708,1719,633,1752,544,1824,501,1854,434,1922,436,1932,459,1913,528,1831,556,1743,628,1658,702,1636
2,721,1647,707,1721,632,1753,543,1825,500,1855,434,1922,436,1932,500,1912,529,1830,557,1741,629,1657,703,1636
3,721,1648,706,1722,630,1754,541,1826,458,1856,433,1923,437,1931,501,1911,530,1828,558,1739,631,1656,704,1636
4,721,1649,705,1723,629,1755,540,1827,457,1857,433,1924,437,1931,502,1910,531,1827,559,1738,632,1655,704,1636
5,721,1650,704,1724,627,1756,538,1828,456,1858,433,1924,438,1931,503,1909,532,1825,600,1736,633,1654,705,1635
6,721,1651,703,1725,626,1757,537,1829,455,1859,432,1925,438,1931,503,1908,532,1823,601,1735,634,1653,706,1635
7,721,1652,702,1727,624,1758,535,1830,454,1900,432,1926,439,1930,504,1906,533,1822,602,1733,635,1652,707,1635
8,721,1653,701,1728,623,1759,533,1831,453,1901,432,1926,440,1930,505,1905,534,1820,603,1732,636,1651,708,1635
9,721,1653,700,1729,621,1800,532,1832,452,1902,432,1927,440,1930,506,1904,535,1819,604,1730,637,1650,709,1635
10,721,1655,659,1730,620,1801,530,1833,450,1903,432,1927,441,1929,507,1903,536,1817,605,1728,639,1649,710,1635
11,720,1656,657,1731,618,1802,529,1834,449,1904,432,1928,442,1929,508,1901,537,1815,606,1727,640,1648,711,1636
12,720,1657,656,1733,616,1804,527,1835,448,1905,431,1928,442,1929,509,1900,538,1814,607,1725,641,1647,711,1636
13,720,1658,655,1734,615,1805,526,1836,447,1906,431,1929,443,1928,510,1859,539,1812,608,1724,642,1646,712,1636
14,720,1659,654,1735,613,1806,524,1837,447,1907,431,1929,444,1928,511,1858,540,1810,609,1722,643,1645,713,1636
15,719,1700,653,1736,612,1807,523,1838,446,1907,431,1929,444,1927,512,1856,541,1809,610,1721,644,1644,714,1636
16,719,1701,651,1737,610,1808,521,1839,445,1908,431,1930,445,1926,513,1855,542,1807,611,1719,645,1644,714,1637
17,718,1702,650,1738,608,1809,520,1840,444,1909,432,1930,446,1926,514,1854,543,1805,612,1718,647,1643,715,1637
18,718,1703,649,1740,607,1810,518,1841,443,1910,432,1931,447,1925,515,1852,544,1804,613,1717,648,1642,716,1637
19,717,1704,647,1741,605,1811,517,1842,442,1911,432,1931,448,1924,516,1851,545,1802,614,1715,649,1642,716,1638
20,717,1705,646,1742,604,1812,515,1843,441,1912,432,1931,448,1924,517,1849,546,1801,615,1714,650,1641,717,1638
21,716,1706,645,1743,602,1813,514,1844,441,1913,432,1931,449,1923,518,1848,546,1759,616,1712,651,1640,717,1639
22,716,1708,643,1744,600,1814,513,1845,440,1914,432,1931,450,1922,518,1846,547,1757,617,1711,652,1640,718,1639
23,715,1709,642,1745,559,1815,511,1846,439,1915,433,1932,451,1921,519,1845,548,1756,618,1710,653,1639,718,1640
24,714,1710,641,1746,557,1816,510,1847,438,1915,433,1932,452,1921,520,1844,549,1754,619,1708,654,1639,719,1640
25,714,1711,639,1747,556,1817,509,1848,438,1916,433,1932,453,1920,521,1842,550,1752,621,1707,655,1638,719,1641
26,713,1712,638,1749,554,1818,507,1849,437,1917,434,1932,453,1919,522,1841,551,1751,622,1706,656,1638,719,1642
27,712,1714,636,1750,552,1819,506,1850,437,1918,434,1932,454,1918,523,1839,552,1749,623,1704,657,1637,720,1642
28,711,1715,635,1751,551,1820,505,1851,436,1919,434,1932,455,1917,524,1838,553,1747,624,1703,659,1637,720,1643
29,711,1716,,,549,1821,503,1852,436,1920,435,1932,456,1916,525,1836,554,1746,625,1702,700,1637,720,1644
30,710,1717,,,548,1822,502,1853,435,1920,435,1932,457,1915,526,1834,555,1744,626,1701,701,1636,721,1644
31,709,1718,,,546,1823,,,435,1921,,,458,1914,527,1833,,,627,1659,,,721,1645
