1,721,1646,708,1719,632,1753,543,1825,500,1855,434,1922,436,1932,500,1912,529,1830,557,1741,629,1657,702,1636
2,721,1647,707,1720,631,1754,542,1826,459,1856,433,1923,437,1931,500,1911,529,1829,558,1740,630,1656,703,1636
3,721,1648,706,1722,629,1755,540,1827,457,1857,433,1924,437,1931,501,1910,530,1827,559,1738,631,1655,704,1636
4,721,1649,705,1723,628,1756,538,1828,456,1858,433,1924,438,1931,502,1909,531,1825,600,1737,633,1654,705,1635
5,721,1649,704,1724,626,1757,537,1829,455,1859,433,1925,438,1931,503,1908,532,1824,601,1735,634,1653,706,1635
6,721,1650,703,1725,625,1758,535,1830,454,1900,432,1925,439,1931,504,1907,533,1822,602,1733,635,1652,707,1635
7,721,1651,702,1726,623,1759,534,1831,453,1901,432,1926,439,1930,505,1905,534,1821,603,1732,636,1651,708,1635
8,721,1652,701,1728,621,1800,532,1832,452,1902,432,1927,440,1930,506,1904,535,1819,604,1730,637,1650,709,1635
9,721,1653,700,1729,620,1801,531,1833,451,1903,432,1927,441,1929,507,1903,536,1817,605,1729,638,1649,710,1635
10,721,1654,659,1730,618,1802,529,1834,450,1903,432,1928,441,1929,508,1902,537,1816,606,1727,639,1648,710,1636
11,720,1655,658,1731,617,1803,528,1835,449,1904,432,1928,442,1929,509,1901,538,1814,607,1726,641,1647,711,1636
12,720,1656,657,1732,615,1804,526,1836,448,1905,431,1929,443,1928,510,1859,539,1812,608,1724,642,1646,712,1636
13,720,1657,655,1733,614,1805,525,1837,447,1906,431,1929,444,1928,511,1858,540,1811,609,1723,643,1645,713,1636
14,720,1658,654,1735,612,1806,523,1838,446,1907,431,1929,444,1927,512,1857,541,1809,610,1721,644,1645,713,1636
15,719,1700,653,1736,610,1807,522,1839,445,1908,431,1930,445,1927,513,1855,542,1808,611,1720,645,1644,714,1637
16,719,1701,652,1737,609,1808,520,1840,444,1909,432,1930,446,1926,514,1854,542,1806,612,1718,646,1643,715,1637
17,718,1702,650,1738,607,1809,519,1841,443,1910,432,1930,447,1925,514,1852,543,1804,613,1717,647,1642,715,1637
18,718,1703,649,1739,606,1811,517,1842,442,1911,432,1931,447,1925,515,1851,544,1803,614,1715,648,1642,716,1638
19,718,1704,648,1740,604,1812,516,1843,442,1912,432,1931,448,1924,516,1850,545,1801,615,1714,650,1641,717,1638
20,717,1705,646,1742,602,1813,514,1844,441,1913,432,1931,449,1923,517,1848,546,1759,616,1713,651,1640,717,1639
21,716,1706,645,1743,601,1814,513,1845,440,1914,432,1931,450,1922,518,1847,547,1758,617,1711,652,1640,718,1639
22,716,1707,644,1744,559,1815,512,1846,439,1914,433,1932,451,1922,519,1845,548,1756,618,1710,653,1639,718,1640
23,715,1709,642,1745,558,1816,510,1847,439,1915,433,1932,452,1921,520,1844,549,1754,619,1709,654,1639,719,1640
24,715,1710,641,1746,556,1817,509,1848,438,1916,433,1932,452,1920,521,1842,550,1753,620,1707,655,1638,719,1641
25,714,1711,639,1747,554,1818,508,1849,437,1917,433,1932,453,1919,522,1841,551,1751,621,1706,656,1638,719,1641
26,713,1712,638,1748,553,1819,506,1850,437,1918,434,1932,454,1918,523,1839,552,1749,622,1705,657,1637,720,1642
27,712,1713,637,1749,551,1820,505,1851,436,1919,434,1932,455,1917,524,1838,553,1748,624,1703,658,1637,720,1643
28,712,1714,635,1750,550,1821,504,1852,436,1919,435,1932,456,1916,525,1836,554,1746,625,1702,659,1637,720,1643
29,711,1716,634,1752,548,1822,502,1853,435,1920,435,1932,457,1915,526,1835,555,1745,626,1701,700,1636,721,1644
30,710,1717,,,546,1823,501,1854,435,1921,436,1932,458,1914,527,1833,556,1743,627,1700,701,1636,721,1645
31,709,1718,,,545,1824,,,434,1922,,,459,1913,528,1832,,,628,1658,,,721,1646
